,id,carat,cut,color,clarity,depth,table,x,y,z,price
9360,9360,1.02,Good,G,IF,63.8,55.0,6.38,6.32,4.05,8401
1268,1268,0.41,Ideal,F,VVS1,61.7,57.0,4.79,4.78,2.95,1356
2462,2462,0.51,Ideal,G,SI2,61.6,56.0,5.11,5.17,3.17,1046
5464,5464,0.5,Very Good,I,VVS1,60.0,61.0,5.13,5.2,3.1,1548
268,268,0.5,Very Good,G,VVS2,62.8,58.0,5.08,5.05,3.18,1915
3580,3580,0.41,Ideal,J,VS1,62.7,55.0,4.74,4.77,2.98,679
5349,5349,0.33,Ideal,G,VVS2,61.9,55.0,4.47,4.47,2.76,713
7290,7290,0.52,Ideal,E,VS1,61.2,57.0,5.2,5.24,3.19,1992
5157,5157,0.36,Premium,G,VVS2,61.6,58.0,4.55,4.58,2.81,852
6601,6601,1.02,Premium,D,SI2,60.8,58.0,6.48,6.54,3.95,4903
2821,2821,2.61,Very Good,H,SI2,63.1,56.0,8.75,8.65,5.46,12271
5807,5807,0.84,Premium,F,SI1,61.6,61.0,6.05,6.02,3.74,3495
589,589,0.51,Ideal,E,VS2,62.8,55.0,5.08,5.05,3.18,1692
5955,5955,0.91,Premium,E,SI1,61.9,60.0,6.3,6.22,3.86,4284
5254,5254,0.5,Very Good,G,SI1,62.0,59.0,5.08,5.12,3.15,1186
6661,6661,2.03,Premium,F,SI2,62.2,59.0,8.08,7.98,4.99,15110
7656,7656,0.9,Very Good,F,SI1,60.4,59.0,6.23,6.26,3.78,3558
8726,8726,0.71,Ideal,D,SI2,62.0,56.0,5.74,5.77,3.57,2134
6896,6896,0.31,Ideal,F,IF,62.1,54.0,4.37,4.41,2.73,914
7594,7594,0.4,Very Good,G,SI1,63.1,57.0,4.69,4.71,2.96,760
2028,2028,0.36,Premium,E,SI1,60.9,58.0,4.57,4.61,2.79,719
6818,6818,0.61,Ideal,F,VS1,61.4,56.0,5.48,5.45,3.36,2249
677,677,2.05,Premium,H,SI2,59.8,60.0,8.32,8.37,4.97,11965
5763,5763,0.5,Good,G,VS1,62.0,60.0,5.01,5.04,3.12,1438
1232,1232,0.73,Ideal,G,VS2,61.3,55.0,5.83,5.85,3.58,3547
5296,5296,0.3,Ideal,F,IF,62.0,55.0,4.32,4.35,2.69,919
7103,7103,0.71,Good,D,VS2,64.0,58.0,5.6,5.65,3.6,2874
5034,5034,0.73,Ideal,E,SI1,62.8,57.0,5.77,5.72,3.6,2721
5452,5452,0.55,Premium,D,SI1,61.2,58.0,5.31,5.27,3.24,1622
2432,2432,0.7,Fair,G,VS1,66.6,61.0,5.57,5.46,3.61,3044
6319,6319,0.35,Ideal,E,SI1,61.8,55.0,4.53,4.55,2.81,760
6119,6119,0.75,Good,F,SI2,60.8,65.0,5.89,5.85,3.55,2562
8916,8916,2.01,Ideal,J,VS2,62.4,56.0,8.11,8.06,5.03,13885
9954,9954,0.41,Ideal,D,VS2,62.7,57.0,4.75,4.73,2.97,1076
896,896,0.32,Ideal,F,VVS1,61.6,54.0,4.39,4.42,2.71,871
1611,1611,1.7,Premium,H,VS2,62.8,60.0,7.44,7.49,4.69,14803
6474,6474,0.42,Ideal,G,VVS2,62.1,55.0,4.78,4.82,2.98,1097
7661,7661,0.39,Ideal,D,SI1,62.3,57.0,4.67,4.65,2.9,855
7460,7460,1.5,Very Good,F,SI1,61.8,56.0,7.34,7.37,4.55,11154
3806,3806,0.9,Very Good,E,SI1,59.9,62.0,6.24,6.28,3.74,4165
8273,8273,0.7,Premium,H,VS1,60.8,61.0,5.72,5.7,3.46,2647
9452,9452,0.31,Premium,D,VS1,60.8,58.0,4.42,4.37,2.67,848
4701,4701,1.01,Very Good,F,VS2,60.1,60.0,6.5,6.54,3.92,6159
3961,3961,1.0,Very Good,D,SI2,62.9,58.0,6.3,6.39,3.99,5060
5417,5417,1.23,Premium,D,VS2,60.5,56.0,6.95,6.97,4.21,9738
890,890,1.07,Ideal,G,VS2,61.3,55.0,6.59,6.62,4.06,6930
4999,4999,0.36,Ideal,D,VVS2,61.8,56.0,4.57,4.6,2.83,1162
7506,7506,1.01,Very Good,H,VS1,62.4,60.0,6.18,6.22,3.86,5280
7881,7881,1.04,Ideal,F,SI1,62.2,57.0,6.47,6.51,4.03,5633
5095,5095,0.7,Very Good,G,SI1,60.3,59.0,5.71,5.75,3.46,2294
6932,6932,0.91,Fair,G,SI2,64.6,58.0,6.05,6.01,3.9,3531
9618,9618,1.12,Ideal,I,VS2,63.0,57.0,6.71,6.63,4.21,5189
2799,2799,0.51,Ideal,E,VS1,61.8,55.0,5.15,5.18,3.19,1825
584,584,0.56,Premium,G,VS1,62.3,59.0,5.28,5.25,3.28,1636
3268,3268,0.39,Ideal,G,VVS2,61.4,55.0,4.7,4.74,2.9,1024
3932,3932,1.0,Premium,F,SI1,61.6,58.0,6.47,6.45,3.98,4435
1260,1260,1.01,Good,H,SI1,63.4,58.0,6.34,6.32,4.01,3387
6205,6205,0.4,Ideal,F,SI2,61.5,57.0,4.74,4.72,2.91,660
310,310,1.2,Premium,G,VS1,60.3,58.0,6.9,6.88,4.16,8442
7789,7789,0.9,Very Good,H,VS2,62.3,59.0,6.1,6.21,3.83,3713
6458,6458,0.3,Very Good,G,IF,62.6,56.0,4.3,4.33,2.7,787
6206,6206,0.42,Premium,H,VVS2,62.3,56.0,4.82,4.78,2.99,984
5882,5882,0.4,Ideal,E,SI1,62.1,56.0,4.78,4.74,2.95,708
4668,4668,0.91,Ideal,F,SI1,61.8,56.0,6.19,6.22,3.83,4258
4298,4298,0.35,Ideal,E,SI1,62.4,57.0,4.48,4.53,2.81,660
3783,3783,0.41,Ideal,E,SI1,62.1,57.0,4.8,4.78,2.97,904
1008,1008,1.12,Ideal,F,VS2,62.7,57.0,6.6,6.66,4.17,7592
8354,8354,0.38,Ideal,D,VVS1,61.7,56.0,4.69,4.64,2.87,1235
2185,2185,0.91,Premium,H,SI2,61.2,59.0,6.21,6.19,3.79,3394
3623,3623,0.3,Ideal,E,VVS1,61.2,57.0,4.34,4.32,2.65,1014
7039,7039,0.41,Ideal,F,VS2,62.1,53.0,4.8,4.82,2.98,863
4922,4922,1.59,Premium,I,SI1,61.5,58.0,7.47,7.54,4.62,9088
9674,9674,2.01,Ideal,I,SI1,61.4,56.0,8.18,8.12,4.99,15451
7950,7950,0.42,Ideal,E,SI2,61.2,56.0,4.81,4.85,2.96,810
6125,6125,0.41,Premium,F,VVS2,60.6,59.0,4.77,4.82,2.9,994
4756,4756,1.02,Good,I,SI2,63.6,57.0,6.35,6.33,4.04,3920
5074,5074,0.32,Ideal,D,VS1,62.1,55.0,4.45,4.42,2.75,756
90,90,1.04,Ideal,G,VS1,61.3,56.0,6.55,6.57,4.02,7152
5974,5974,0.98,Very Good,F,SI2,60.0,56.0,6.55,6.52,3.92,4540
6418,6418,0.32,Ideal,G,SI1,61.1,55.0,4.47,4.44,2.72,648
8641,8641,1.25,Ideal,G,VS1,61.4,57.0,6.93,6.9,4.24,8476
9450,9450,1.1,Ideal,D,SI2,61.6,56.0,6.65,6.63,4.08,5154
2117,2117,0.26,Premium,F,VVS1,62.0,59.0,4.07,4.1,2.54,740
2937,2937,0.57,Ideal,E,VS2,61.2,57.0,5.35,5.33,3.27,1840
6842,6842,2.01,Premium,I,VS2,61.9,58.0,8.14,8.1,5.03,17805
983,983,0.71,Premium,E,SI1,60.3,62.0,5.77,5.73,3.47,2817
7260,7260,1.01,Very Good,G,VS2,60.1,58.0,6.48,6.51,3.92,6445
9986,9986,1.09,Premium,H,VS2,61.2,58.0,6.67,6.63,4.07,5415
2925,2925,2.02,Good,I,SI2,58.8,56.0,8.25,8.3,4.9,16565
6061,6061,0.8,Ideal,H,VVS2,62.0,54.0,5.93,5.97,3.69,3770
3214,3214,0.36,Premium,G,VS2,62.2,58.0,4.55,4.57,2.83,600
6447,6447,1.03,Premium,F,SI2,62.3,58.0,6.47,6.41,4.01,4591
6779,6779,0.3,Very Good,E,VS1,60.7,60.0,4.33,4.37,2.64,568
7038,7038,0.92,Ideal,D,SI1,61.6,55.0,6.21,6.27,3.84,5804
5663,5663,0.31,Very Good,G,SI2,62.9,56.0,4.31,4.34,2.72,448
627,627,1.02,Premium,I,SI1,62.7,58.0,6.41,6.37,4.0,4153
8008,8008,2.06,Ideal,I,SI2,61.8,57.0,8.22,8.1,5.04,14130
5125,5125,0.9,Very Good,D,SI1,63.0,58.0,6.13,6.16,3.86,4052
4765,4765,0.37,Premium,D,VS1,61.4,58.0,4.63,4.66,2.84,1104
8143,8143,1.17,Ideal,E,SI2,61.9,55.0,6.73,6.77,4.18,6076
9595,9595,0.41,Ideal,I,VVS2,61.7,55.0,4.78,4.82,2.96,858
1269,1269,0.85,Ideal,D,SI2,61.5,56.0,6.08,6.06,3.74,3519
128,128,0.52,Ideal,E,SI2,61.2,54.0,5.18,5.25,3.19,1141
6112,6112,0.56,Ideal,E,VS2,62.0,57.0,5.34,5.26,3.28,1793
1711,1711,0.4,Very Good,E,VS2,62.1,55.0,4.67,4.71,2.92,958
7862,7862,0.41,Ideal,I,VVS2,62.1,57.0,4.8,4.76,2.97,1061
4235,4235,0.3,Very Good,G,VS1,60.7,59.0,4.3,4.32,2.62,565
5192,5192,0.72,Ideal,F,VS2,62.0,54.8,5.73,5.76,3.56,3437
2398,2398,1.2,Premium,G,VS1,62.3,59.0,6.82,6.77,4.23,8265
5434,5434,1.17,Good,H,SI2,63.7,58.0,6.72,6.68,4.27,4764
6057,6057,0.34,Premium,H,VS1,61.9,58.0,4.59,4.54,2.82,765
9319,9319,1.3,Premium,F,VS2,62.5,55.0,6.97,6.93,4.35,8750
1186,1186,0.36,Ideal,F,SI1,61.7,55.0,4.57,4.6,2.83,683
6013,6013,2.15,Very Good,H,SI2,58.9,60.0,8.46,8.42,4.94,14481
9794,9794,0.31,Premium,D,SI2,61.5,58.0,4.34,4.38,2.68,462
6014,6014,0.71,Ideal,G,SI1,61.9,57.0,5.7,5.74,3.54,2441
1977,1977,0.3,Very Good,E,SI1,62.9,58.0,4.27,4.3,2.69,499
9888,9888,0.36,Ideal,E,VS1,61.4,55.0,4.59,4.63,2.83,790
4247,4247,0.31,Premium,E,SI1,61.9,60.0,4.29,4.32,2.67,472
7672,7672,1.0,Ideal,H,VS1,61.8,54.0,6.41,6.36,3.95,6093
915,915,0.3,Good,G,VVS2,63.9,55.0,4.27,4.28,2.72,678
1305,1305,0.71,Good,G,VS2,64.1,58.0,5.64,5.59,3.59,2825
5455,5455,0.55,Ideal,D,VS1,61.2,56.0,5.25,5.29,3.23,2016
3049,3049,0.31,Ideal,E,VS2,61.3,57.0,4.39,4.39,2.69,633
9522,9522,1.21,Very Good,J,SI2,61.7,57.0,6.79,6.83,4.2,4990
1273,1273,1.01,Premium,G,SI2,62.2,58.0,6.39,6.34,3.96,3918
8055,8055,0.51,Very Good,G,VS1,62.7,59.0,5.07,5.11,3.19,1559
2796,2796,0.72,Ideal,G,VS1,60.9,56.0,5.81,5.83,3.54,3447
1398,1398,1.09,Very Good,D,VS2,63.1,56.0,6.52,6.55,4.12,7149
3358,3358,0.7,Ideal,D,SI1,61.5,54.0,5.75,5.7,3.53,3033
183,183,1.01,Premium,J,SI2,59.8,60.0,6.48,6.45,3.86,3519
6867,6867,0.31,Ideal,D,VS2,61.5,55.0,4.37,4.33,2.68,942
5695,5695,1.26,Very Good,I,VS1,61.0,59.0,6.99,7.04,4.27,7086
8836,8836,1.51,Very Good,F,VS1,62.8,59.0,7.24,7.34,4.57,15081
9627,9627,0.29,Very Good,D,SI1,62.4,55.0,4.19,4.23,2.63,641
6170,6170,1.27,Ideal,F,VS1,61.6,57.0,6.96,7.01,4.3,11520
6987,6987,1.0,Good,H,VS2,64.1,56.0,6.27,6.2,4.02,4060
4567,4567,0.31,Good,I,VS1,63.1,61.0,4.34,4.31,2.73,489
8956,8956,1.5,Premium,H,VS2,60.3,60.0,7.47,7.41,4.49,10494
2656,2656,0.5,Good,D,SI1,63.2,56.0,5.04,5.08,3.19,1436
8309,8309,1.24,Very Good,F,VS1,60.2,58.0,7.03,6.98,4.21,8824
6857,6857,0.33,Ideal,E,SI1,61.6,57.0,4.5,4.47,2.76,579
1961,1961,0.31,Ideal,D,VS2,61.2,56.0,4.37,4.42,2.69,734
6383,6383,1.21,Premium,H,SI2,61.4,58.0,6.84,6.81,4.19,5160
8854,8854,0.7,Premium,G,VS2,62.3,60.0,5.67,5.63,3.51,2317
9974,9974,0.41,Ideal,F,SI2,60.9,57.0,4.78,4.82,2.92,876
1251,1251,1.51,Ideal,G,VS2,61.2,57.0,7.45,7.4,4.55,12829
3176,3176,0.93,Ideal,F,SI2,61.9,57.0,6.24,6.26,3.87,3742
7760,7760,0.31,Ideal,D,VS2,61.3,55.0,4.36,4.37,2.68,942
5013,5013,0.52,Premium,E,VS2,62.4,58.0,5.13,5.16,3.21,1689
9706,9706,0.71,Very Good,D,VS1,61.4,58.0,5.72,5.75,3.51,3276
6539,6539,0.71,Premium,F,SI1,60.4,58.0,5.82,5.77,3.49,2733
3289,3289,0.34,Ideal,G,SI1,61.8,55.0,4.51,4.56,2.8,446
6448,6448,0.94,Premium,D,SI2,60.9,60.0,6.25,6.22,3.78,3800
8727,8727,0.3,Ideal,E,VVS2,62.6,57.0,4.3,4.27,2.68,1013
7611,7611,0.31,Premium,E,SI1,62.7,58.0,4.29,4.23,2.67,698
6275,6275,0.31,Ideal,H,VS1,61.7,57.0,4.33,4.37,2.69,544
6887,6887,0.34,Ideal,D,VVS2,60.2,57.0,4.51,4.54,2.73,1026
1051,1051,1.01,Premium,F,VS2,62.5,61.0,6.34,6.37,3.98,6125
4069,4069,1.51,Very Good,J,VS1,60.0,62.0,7.45,7.36,4.44,8874
6022,6022,0.9,Very Good,F,SI1,63.0,57.0,6.16,6.11,3.86,3752
5552,5552,0.41,Ideal,H,VVS1,62.3,55.0,4.74,4.76,2.96,1143
272,272,0.7,Ideal,I,SI2,61.1,57.0,5.72,5.75,3.51,1864
2042,2042,1.14,Ideal,H,SI2,60.3,57.0,6.83,6.77,4.12,5164
4763,4763,1.04,Premium,J,SI1,61.5,58.0,6.51,6.56,4.01,4435
8998,8998,0.33,Ideal,H,IF,61.8,54.0,4.45,4.48,2.75,955
5204,5204,0.53,Premium,F,SI1,61.5,58.0,5.21,5.18,3.2,1376
9510,9510,0.54,Ideal,G,SI1,59.6,57.0,5.25,5.29,3.16,1446
1086,1086,0.4,Ideal,E,SI1,62.2,55.0,4.69,4.66,2.9,882
8373,8373,1.11,Premium,G,VS2,60.9,59.0,6.71,6.67,4.07,5792
7732,7732,0.97,Very Good,E,SI2,61.0,61.0,6.31,6.36,3.86,4211
7515,7515,1.07,Premium,D,SI1,61.8,57.0,6.61,6.56,4.06,5627
6678,6678,0.81,Premium,E,VS2,59.8,59.0,6.09,6.14,3.64,3968
4322,4322,0.31,Ideal,G,VVS2,61.2,55.0,4.38,4.41,2.69,836
6946,6946,1.52,Premium,F,SI1,62.1,59.0,7.35,7.31,4.55,11480
7747,7747,1.51,Premium,E,SI2,62.4,58.0,7.34,7.3,4.57,8752
6772,6772,1.52,Fair,D,SI1,56.2,59.0,7.7,7.62,4.31,9885
5518,5518,0.61,Ideal,D,SI1,61.3,57.0,5.52,5.56,3.39,1980
5117,5117,0.58,Premium,F,VS1,61.8,56.0,5.39,5.35,3.32,2289
6179,6179,1.21,Premium,H,SI2,61.4,59.0,6.88,6.83,4.21,4830
4709,4709,0.31,Ideal,E,VVS1,61.1,57.0,4.37,4.4,2.68,863
8121,8121,0.52,Ideal,H,VS1,61.8,57.0,5.14,5.19,3.19,1429
5969,5969,0.41,Ideal,F,VS2,61.3,55.0,4.79,4.84,2.95,790
6784,6784,0.54,Ideal,H,VS2,61.7,56.0,5.23,5.2,3.21,1398
3478,3478,0.31,Ideal,F,VVS2,61.3,57.0,4.36,4.42,2.69,761
8414,8414,1.51,Very Good,D,SI1,63.4,56.0,7.28,7.24,4.61,11709
3924,3924,0.42,Premium,G,VVS2,60.5,58.0,4.83,4.86,2.93,1280
1748,1748,1.54,Premium,H,VS2,62.4,58.0,7.38,7.31,4.58,10316
732,732,0.9,Very Good,G,SI1,62.5,55.0,6.14,6.17,3.84,3884
2553,2553,1.0,Very Good,F,VS2,63.1,58.0,6.29,6.23,3.95,4961
5458,5458,0.5,Ideal,H,SI1,61.8,57.0,5.11,5.13,3.16,1154
5873,5873,0.32,Ideal,H,VS2,62.3,54.0,4.45,4.38,2.75,628
2662,2662,0.32,Premium,H,VS2,59.6,59.0,4.42,4.45,2.65,648
9399,9399,1.53,Premium,J,VS1,61.9,58.0,7.34,7.38,4.55,9129
6455,6455,0.8,Premium,H,VS2,60.0,58.0,6.05,6.01,3.61,2850
3113,3113,0.9,Fair,I,VS1,59.8,66.0,6.27,6.24,3.73,3381
3303,3303,0.9,Very Good,I,VS2,61.9,57.0,6.14,6.18,3.8,3387
1344,1344,0.41,Ideal,I,VVS2,61.6,57.0,4.81,4.77,2.94,1046
1690,1690,1.14,Premium,H,VS1,60.0,58.0,6.78,6.81,4.06,6828
7180,7180,1.01,Ideal,H,VS2,61.5,57.0,6.42,6.45,3.96,5773
6499,6499,1.0,Ideal,E,VS1,61.8,57.0,6.41,6.45,3.98,8139
3308,3308,0.32,Premium,E,VS2,62.6,58.0,4.38,4.41,2.75,702
1504,1504,1.01,Good,E,SI1,63.7,58.0,6.26,6.31,4.0,4619
1806,1806,0.72,Very Good,G,VS2,63.1,56.0,5.66,5.71,3.59,2647
8469,8469,1.54,Fair,I,SI1,64.7,55.0,7.25,7.21,4.69,6124
5369,5369,0.4,Premium,D,SI1,60.9,59.0,4.77,4.74,2.9,1089
3791,3791,0.31,Ideal,E,SI1,61.4,56.0,4.34,4.37,2.67,544
9521,9521,1.15,Premium,D,SI2,61.4,59.0,6.77,6.74,4.15,5012
7329,7329,1.32,Premium,H,VS1,62.4,59.0,7.03,6.99,4.36,8104
5909,5909,0.35,Ideal,H,SI1,61.9,56.0,4.51,4.55,2.8,533
6825,6825,0.32,Ideal,D,VS2,62.0,55.0,4.39,4.36,2.71,972
7263,7263,1.34,Ideal,I,SI2,62.0,57.0,7.05,6.99,4.39,5765
1848,1848,0.51,Very Good,G,VS1,62.8,58.0,5.06,5.09,3.19,1660
4512,4512,1.59,Ideal,I,SI2,62.6,56.0,7.43,7.44,4.66,8957
2431,2431,0.72,Ideal,D,SI2,62.4,58.0,5.69,5.71,3.56,2551
4660,4660,0.4,Good,H,VS1,63.9,56.0,4.66,4.71,3.01,810
8886,8886,1.09,Very Good,I,VS2,61.5,60.0,6.6,6.64,4.07,4673
5584,5584,0.33,Premium,D,SI1,61.7,58.0,4.45,4.43,2.73,608
142,142,0.31,Ideal,F,IF,61.7,56.0,4.37,4.38,2.7,914
8761,8761,1.12,Premium,D,SI1,61.6,60.0,6.66,6.61,4.09,5443
9212,9212,1.5,Very Good,E,VS2,62.9,57.0,7.26,7.35,4.6,13324
5264,5264,1.11,Ideal,H,SI1,62.3,55.0,6.65,6.67,4.15,5236
3409,3409,0.3,Premium,G,VVS1,61.0,59.0,4.36,4.39,2.67,1013
1117,1117,0.34,Ideal,G,VVS2,61.1,57.0,4.49,4.53,2.76,787
1756,1756,0.41,Ideal,F,VVS2,61.6,57.0,4.77,4.76,2.94,1115
497,497,1.5,Ideal,H,SI2,63.0,56.0,7.31,7.25,4.59,10476
8031,8031,1.24,Ideal,G,IF,62.0,57.0,6.87,6.91,4.27,10681
870,870,0.55,Ideal,F,SI1,61.7,56.0,5.22,5.26,3.23,1428
3357,3357,1.52,Very Good,H,VS1,59.7,58.0,7.39,7.46,4.44,10851
912,912,0.53,Ideal,G,SI2,61.0,56.0,5.18,5.22,3.18,1194
721,721,0.52,Ideal,D,SI1,61.5,57.0,5.17,5.19,3.19,1323
2805,2805,0.71,Premium,G,SI1,60.5,58.0,5.78,5.85,3.52,2360
9944,9944,0.36,Ideal,G,IF,61.8,55.0,4.57,4.59,2.83,949
886,886,0.31,Premium,D,SI2,62.7,58.0,4.33,4.29,2.7,593
9593,9593,0.73,Ideal,E,SI1,62.3,54.0,5.75,5.8,3.6,2591
6587,6587,0.9,Very Good,F,SI1,62.8,57.0,6.04,6.08,3.8,4194
8100,8100,0.9,Premium,G,SI1,62.8,59.0,6.13,6.07,3.84,3676
1520,1520,1.01,Good,G,SI1,64.3,59.0,6.27,6.33,4.05,4033
8690,8690,1.22,Ideal,G,SI1,62.2,57.0,6.8,6.8,4.23,6356
2746,2746,1.54,Premium,H,SI1,59.9,60.0,7.53,7.48,4.49,11093
6700,6700,0.32,Very Good,D,SI2,60.9,55.0,4.41,4.43,2.68,568
5775,5775,0.4,Ideal,E,SI1,62.7,57.0,4.73,4.7,2.96,882
314,314,0.42,Ideal,H,VVS2,62.6,56.0,4.81,4.76,2.99,1116
1799,1799,0.7,Good,D,SI2,61.5,58.0,5.61,5.65,3.47,2351
327,327,0.31,Ideal,G,VVS1,60.4,56.0,4.38,4.44,2.67,789
5642,5642,0.57,Ideal,G,SI2,61.7,54.0,5.33,5.37,3.31,1208
4204,4204,1.2,Ideal,F,VVS1,61.7,56.0,6.84,6.81,4.21,11226
3129,3129,1.19,Ideal,F,VS2,62.2,54.0,6.78,6.82,4.23,8924
6860,6860,0.23,Very Good,E,VVS1,62.0,59.0,3.92,3.95,2.44,530
9906,9906,0.71,Ideal,F,SI1,61.0,56.0,5.75,5.8,3.52,2674
3968,3968,1.01,Ideal,G,VS2,61.3,58.0,6.55,6.47,3.97,5950
5743,5743,0.71,Ideal,F,VS2,61.7,55.0,5.76,5.7,3.53,2858
6226,6226,0.32,Ideal,H,IF,61.5,55.0,4.38,4.42,2.71,814
1973,1973,0.58,Very Good,H,SI1,62.6,56.0,5.3,5.34,3.32,1999
336,336,0.4,Ideal,F,SI2,62.0,54.0,4.77,4.73,2.95,694
2764,2764,1.02,Premium,D,SI2,59.5,62.0,6.56,6.48,3.88,4977
7660,7660,1.14,Ideal,H,VS2,61.6,57.0,6.69,6.73,4.13,5885
275,275,0.33,Ideal,I,SI1,62.2,54.0,4.44,4.46,2.77,445
2985,2985,0.31,Ideal,G,VVS1,62.6,56.0,4.34,4.31,2.71,816
5646,5646,0.59,Ideal,G,SI2,62.1,55.0,5.43,5.35,3.35,1173
5849,5849,1.01,Premium,E,VVS2,62.7,59.0,6.33,6.3,3.96,9237
3477,3477,1.0,Premium,G,SI1,62.5,60.0,6.36,6.32,3.96,4764
7558,7558,1.02,Premium,D,SI2,59.8,58.0,6.5,6.45,3.88,4295
3558,3558,0.3,Ideal,I,VVS2,61.7,56.0,4.27,4.29,2.64,675
2809,2809,0.55,Premium,H,VS1,61.3,58.0,5.29,5.24,3.22,1668
9114,9114,1.52,Ideal,H,VVS2,61.4,56.0,7.35,7.37,4.52,8421
4861,4861,0.5,Premium,E,VS2,61.7,58.0,5.09,5.12,3.15,1656
6586,6586,1.13,Ideal,G,IF,61.5,57.0,6.71,6.73,4.13,10032
3416,3416,1.0,Good,H,VS2,64.1,57.0,6.31,6.28,4.03,4529
307,307,0.72,Ideal,H,VS2,62.1,55.0,5.72,5.74,3.56,2949
3908,3908,0.3,Ideal,F,VS2,62.2,54.0,4.3,4.33,2.68,673
348,348,1.0,Premium,G,SI2,60.1,57.0,6.48,6.52,3.92,3801
826,826,0.9,Very Good,F,SI1,62.3,59.0,6.14,6.17,3.83,3833
9502,9502,0.7,Ideal,I,VVS2,61.6,57.0,5.69,5.73,3.52,2567
4482,4482,0.97,Premium,H,SI1,60.6,60.0,6.37,6.24,3.81,3920
6576,6576,1.01,Very Good,G,SI1,62.9,58.0,6.28,6.32,3.96,5192
3682,3682,0.31,Ideal,G,VS2,61.9,56.0,4.38,4.41,2.72,587
5876,5876,0.3,Ideal,E,VS2,62.1,57.0,4.26,4.33,2.67,658
8387,8387,0.5,Good,J,SI1,64.0,56.0,5.08,5.03,3.23,964
2053,2053,0.4,Premium,E,VS1,61.3,60.0,4.77,4.71,2.91,1125
71,71,0.23,Very Good,F,VVS2,60.9,58.0,3.94,3.97,2.42,530
5507,5507,1.39,Ideal,G,VS1,60.6,57.0,7.2,7.24,4.37,10927
8515,8515,0.73,Ideal,I,VS2,61.2,54.0,5.81,5.83,3.56,2321
7510,7510,0.7,Ideal,F,VS2,61.8,56.0,5.7,5.72,3.53,2739
8151,8151,1.71,Very Good,H,SI1,63.2,58.0,7.58,7.53,4.77,11516
1666,1666,1.3,Premium,J,SI1,62.1,62.0,7.0,6.93,4.32,5134
7861,7861,0.56,Premium,E,SI1,60.6,60.0,5.29,5.32,3.21,1699
9160,9160,0.31,Ideal,F,VVS1,62.0,54.0,4.36,4.38,2.71,840
5688,5688,1.01,Premium,E,SI2,61.2,60.0,6.46,6.41,3.94,4356
1445,1445,0.3,Ideal,F,VVS1,62.2,55.0,4.3,4.34,2.69,955
5227,5227,0.5,Ideal,E,SI2,63.0,54.0,5.11,5.07,3.21,1154
6982,6982,1.21,Ideal,H,SI1,60.4,57.0,6.9,6.87,4.16,6028
1695,1695,0.3,Premium,E,VS2,62.0,58.0,4.31,4.29,2.67,911
2892,2892,0.55,Very Good,F,VS2,62.2,56.0,5.25,5.28,3.28,1777
1574,1574,0.45,Ideal,I,VVS1,61.6,55.0,4.9,4.96,3.03,912
3203,3203,1.04,Premium,G,I1,62.0,57.0,6.52,6.47,4.03,3774
4405,4405,0.54,Ideal,G,VS1,61.8,56.0,5.23,5.26,3.24,1695
1630,1630,1.05,Premium,G,VS2,62.8,58.0,6.49,6.46,4.06,5600
8380,8380,2.03,Ideal,J,SI2,61.2,56.0,8.18,8.09,5.01,12165
1881,1881,0.5,Fair,F,VS1,62.6,66.0,5.05,5.08,3.16,1888
8822,8822,1.24,Premium,H,SI2,59.9,59.0,7.0,6.94,4.18,4442
6463,6463,0.7,Good,F,VS1,61.9,61.0,5.67,5.65,3.51,2591
848,848,0.54,Ideal,D,VS2,61.4,55.0,5.25,5.23,3.21,1875
9269,9269,0.72,Very Good,D,SI2,63.3,57.0,5.72,5.65,3.6,2370
6188,6188,0.9,Very Good,D,SI2,62.6,61.0,6.09,6.0,3.79,3443
5869,5869,0.56,Very Good,H,VS1,62.0,58.0,5.26,5.3,3.27,1383
2877,2877,1.62,Ideal,G,SI1,62.9,57.0,7.53,7.49,4.72,12800
186,186,0.71,Ideal,F,SI1,62.7,55.0,5.7,5.74,3.59,2170
3779,3779,1.15,Very Good,G,VS2,62.5,55.0,6.72,6.72,4.19,7826
1830,1830,0.7,Very Good,H,SI1,62.6,57.0,5.61,5.68,3.53,2112
8325,8325,1.25,Ideal,D,SI2,61.5,55.0,6.91,6.94,4.25,5879
9242,9242,0.3,Very Good,G,VVS2,62.8,58.0,4.25,4.27,2.68,599
6378,6378,2.42,Ideal,H,SI2,60.4,57.0,8.85,8.82,5.2,18113
1234,1234,0.52,Very Good,D,VVS2,61.2,56.0,5.16,5.2,3.17,2314
6964,6964,0.71,Good,D,VS2,63.7,59.0,5.64,5.67,3.6,2838
3915,3915,0.51,Good,G,VS2,63.1,58.0,5.04,5.06,3.19,1443
446,446,0.56,Ideal,G,SI1,61.2,56.0,5.32,5.36,3.27,1325
844,844,1.51,Good,H,VS1,63.7,55.0,7.28,7.25,4.63,9298
8062,8062,1.21,Very Good,J,SI2,62.1,59.0,6.82,6.78,4.22,4789
5402,5402,1.2,Ideal,G,VS2,61.5,55.0,6.89,6.85,4.22,8225
2440,2440,0.9,Premium,D,SI1,62.6,60.0,6.16,6.18,3.86,4271
3103,3103,0.32,Ideal,G,IF,61.9,54.0,4.42,4.45,2.74,896
8586,8586,0.31,Ideal,H,VVS2,61.7,57.0,4.34,4.39,2.69,625
